English_Word,Old_Filename,New_Filename,Chinese,Match?,Reason,Reviewed
aisle,aisle.png,aisle_train_seats.jpg,走道,True,,False
album,photo_album.jpg,album_wedding_photos.jpg,相簿,True,,False
algae,paste-7848f0fc8bea4c9d3cebca1275398c08cc7280b0.jpg,algae_in_hand.jpg,藻类,True,,False
alive,paste-dbfa58442a670956ae91be37a40d0621b5919c94.jpg,alive_alive_vs_dead_plant.jpg,活着的,True,"The image shows both an alive and a dead plant, so it's not a direct match for just 'alive'.",True
almond,almond.jpg,almond_wooden_bowl.jpg,杏仁,True,,False
alone,屏幕快照 2021-01-24 下午9.59.59.png,alone_person_sea_view.jpg,孤独,True,,False
alphabet,alphabet.jpg,alphabet_colorful_glossy.jpg,字母表,True,,False
altogether,total_sum.png,altogether_five_objects.jpg,总共,True,,False
amazed,Screen Shot 2022-10-01 at 7.47.40 AM.png,amazed_various_people.jpg,惊讶,True,,False
ambassador,paste-1c662d10cc69c21cf58b200ca85eb93a217155f9.jpg,ambassador_holding_plaque.jpg,大使,True,,False
ancestor,paste-d64c3208367de85bc550e9532efcc8c729cccc20.jpg,ancestor_family_tree.jpg,祖先,True,,False
anchor,anchor.jpg,anchor_red_boat.jpg,锚,True,,False
ancient,Screen Shot 2022-10-05 at 8.30.51 AM.png,ancient_chinese_woman_modern.jpg,古代,True,,False
angle,angle.png,angle_shapes_arrows.jpg,角,True,,False
ankle,ankle.jpg,ankle_swollen.jpg,脚踝,True,,False
annoying,paste-382f5a89df7c098bb971934a38d1c645e823c735.jpg,annoying_stressed_woman_arguing.jpg,烦人,True,,False
antenna,antenna.png,ant_with_antenna.jpg,触角,True,,False
antidote,paste-14c394202b5c6e1a7457952570409497bb4c9f63.jpg,antidote_poison_and_antidote_bottles.jpg,解药,True,"The image shows both a poison bottle and a bottle with a red cross, implying an antidote. While related, the image doesn't solely represent an antidote.",True
antique,antique.jpeg,antique_kitchen_items.jpg,古董,True,,False
anxious,anxious2.gif,anxious_person_drawing.jpg,焦虑,True,,False
apartment,apartment.jpg,apartment_living_room.jpg,公寓,True,,False
apartment,residential_building.jpg,apartment_tall_building.jpg,公寓,True,,False
apologize,apologize.jpg,apologize_sad_girl_sorry_sign.jpg,道歉,True,,False
appetizer,paste-0e83d3dceba476032d31d5cfee5e0be88ad01eba.jpg,appetizer_salmon_cream_cheese.jpg,开胃菜,True,,False
appetizer,paste-529fd05dc93d5ceeebe7ea7b1bc88b9f7695cb88.jpg,appetizer_deviled_eggs.jpg,开胃菜,True,,False
applause,applause.gif,applause_dwayne_johnson.jpg,鼓掌,True,,False
appointment,paste-876b2fa53477966bc2272229bd6b4698cc1fb7a0.jpg,appointment_calendar_doctor.jpg,预约,True,,False
appointment,paste-db28299dc6df7644bcdbd598a202efb3bcadc73d.jpg,appointment_calendar_woman_tablet.jpg,预约,True,,False
approach,paste-54e78cdbd93f53667d2f57a1d8ce339a0d945660.jpg,approach_person_walking.jpg,接近,True,,False
April,屏幕快照 2020-08-19 上午6.11.22.png,april_flowers_butterflies.jpg,四月,True,,False
apron,gray-apron_1024x1024.jpg,apron_new_york_times.jpg,围裙,True,,False
aquarium,paste-ae846ccf018ec077dfecab74eb7042f0fbe12d6b.jpg,aquarium_whale_sharks.jpg,水族馆,True,,False
arena,paste-955ed3ae6b00b3fe4b3a3a07da341c0000662f98.jpg,arena_roman_colosseum.jpg,竞技场,True,,False
argue,paste-3ac7f0e5f32f8703eac3e76d996ed69cdff1f567.jpg,argue_yelling_match.jpg,争论,True,,False
armchair,Screen Shot 2022-08-14 at 10.06.48 AM.png,armchair_pink.jpg,扶手椅,True,,False
armor,armor.jpg,armor_shoulder_plate.jpg,盔甲,True,,False
army,army.jpg,army_chinese_soldiers.jpg,军队,True,,False
arrest,Screen Shot 2019-08-28 at 6.35.31 AM.png,arrest_police_handcuffs.jpg,逮捕,True,,False
arrow,arrow.png,arrow_bow_and_quiver.jpg,箭,True,,False
artery,paste-4b9fcef1c7788b004fcb3f620d90d5810454ca3e.jpg,artery_arm_diagram.jpg,动脉,True,,False
ascending,paste-b7b8e9e4876c37bc0529f8765bad3c8edde67da8.jpg,ascending_stairs_ascending_descending.jpg,上升,True,"The image shows both ascending and descending stairs, not just ascending.",True
assembly,paste-f00066f24132cfa871b15d894767cac364605792.jpg,assembly_car_factory.jpg,组装,True,,False
assist,paste-70df33e5910ebfce6aec66dc2443cf3c814fbfe4.jpg,assist_people_walking.jpg,帮助,True,,False
astonished,paste-61c265942064a61891ee0262d776f59af746a65e.jpg,astonished_woman_hands_on_face.jpg,惊讶,True,,False
astronomy,paste-9f95cdafa42ff493016e9cd4e13c4ada87713b2c.jpg,astronomy_telescope_stars.jpg,天文学,True,,False
athlete,paste-871be12d17cff4480790caecf442cf695c4e4e45.jpg,athlete_multiple_sports.jpg,运动员,True,,False
attack,paste-94e20c2e77ba7563cfc93adabf6a572185129920.jpg,attack_ram_siege.jpg,攻击,True,,False
August,august.png,august_calendar_beach_items.jpg,八月,True,,False
author,paste-2ffd7ffc78b77366f634bd933714d5df5a75d3c1.jpg,author_writing_bookstore.jpg,作者,True,,False
autograph,paste-29ad2e1080058701fb4586f08b10a5204692a30d.jpg,autograph_signing_book.jpg,亲笔签名,True,,False
autograph,paste-9e28f2cb79c2a877736fca5c21a4301ec8e945a1.jpg,autograph_lewis_hamilton.jpg,签名,True,,False
avalanche,paste-e8ec72313b7ba2abc5cbdf54af0314279ed596d3.jpg,avalanche_snow_mountain.jpg,雪崩,True,,False
average,paste-6703c6b5913765eb7e6e125366eb56393da84deb.jpg,average_calculation.jpg,平均数,True,,False
average,paste-cbb5bd978fe8b500c5e673b9f3f4bdfbd552c684.jpg,average_calculation.jpg,平均数,True,,False
avocado,屏幕快照 2020-05-10 下午2.33.50.png,avocado_halved.jpg,鳄梨,True,,False
avoid,paste-c4381737abc4fc257b0424af3ec4bdb0a7e06964.jpg,avoid_rejection.jpg,避免,True,,False
avoid,paste-f80de3dde6f1c4411003651fd7a31e98f1d5e514.jpg,avoid_junk_food.jpg,避免,True,,False
awake,awake.png,awake_alarm_clock.jpg,醒,True,,False
ax,paste-9409b512ab0addd6669166e37411bfddc3f5a90d.jpg,ax_wood_handle.jpg,斧头,True,,False
backpack,backpack2.jpg,backpack_black_matein.jpg,背包,True,,False
bacon,bacon.jpg,bacon_cooked_strips.jpg,培根,True,,False
bad,bad.png,bad_rotten_banana.jpg,坏,True,,False
badge,badge.png,badge_police_officer.jpg,徽章,True,,False
badminton,badminton.jpg,badminton_women_playing.jpg,羽毛球,True,,False
bake,bake.jpg,bake_muffins_in_oven.jpg,烘烤,True,,False
bakery,bakery.jpg,bakery_pastries_display.jpg,面包店,True,,False
balance,屏幕快照 2020-06-26 上午6.28.25.png,balance_multiple_examples.jpg,平衡,True,,False
balcony,paste-1322849927338.jpg,balcony_trees_view.jpg,阳台,True,,False
ballet,ballet.jpg,ballet_two_dancers.jpg,芭蕾舞,True,,False
bandage,bandage.webp,bandage_wrapped_hand.jpg,绷带,True,,False
banish,paste-7f13d584a8c3895a8f749140ae8639b79ecb5d6f.jpg,banish_group_pointing.jpg,驱逐,True,,False
bank,bank.jpg,bank_interior.jpg,银行,True,,False
banner,paste-698ac6703867ecbe33b87f16152a38030ef80930.jpg,banner_chinese_red.jpg,横幅,True,,False
banner,paste-aa30f0eb15e43891ae55aa3c86464d483008c262.jpg,banner_happy_birthday.jpg,横幅,True,,False
banner,paste-c85412cd30187686231e8a5cf9869e1992965371.jpg,banner_red_ribbon.jpg,横幅,True,,False
banquet,paste-2eed6f79f8e42a55dc70faf1d9d15b7336c0574e.jpg,banquet_royal_formal.jpg,宴会,True,,False
banquet,paste-9b36227ad8adbf11c5f97f3e8a02c227c61986ed.jpg,banquet_large_crowd.jpg,宴会,True,,False
barbecue,paste-9de207d7964fa391af6efa8e22b0eb56859d9db7.jpg,barbecue_meat_skewers.jpg,烧烤,True,,False
bargain,paste-16838c754c4b4b4b483711449f17ea5f012cbad2.jpg,bargain_price_negotiation.jpg,讨价还价,True,,False
bark,bark.gif,bark_dog_behind_fence.gif,汪汪叫,True,"The image shows a dog behind a fence, but not the act of barking. Therefore, it is not a good match for ""bark"".",True
barn,barn.jpg,barn_red_wood.jpg,谷仓,True,,False
barren,paste-b1be4490e7c2d7b2559745d62c83cf574d9c8a02.jpg,barren_landscape_trees.jpg,贫瘠的,True,,False
baseball,baseball2.jpeg,baseball_batter_swing.jpg,棒球,True,,False
basement,basement.png,basement_scooter_parking.jpg,地下室,True,,False
bat,屏幕快照 2020-05-11 上午6.24.31.png,bat_table_tennis_paddle_red.jpg,乒乓球拍,True,"The image shows a table tennis paddle, not a bat (as in a flying mammal or baseball bat).",True
bawl,paste-97ac88b86c8d94a65abc33627e8269ed49b44e07.jpg,bawl_crying_baby.jpg,嚎啕大哭,True,,False
bazaar,bazaar.jpg,bazaar_jerusalem_market.jpg,集市,True,,False
beach,beach.jpeg,beach_umbrellas_chairs.jpg,海滩,True,,False
beam,Screen Shot 2022-08-18 at 9.13.43 PM.png,beam_gymnast_pose.jpg,平衡木,True,,False
beam,roof_beam.png,beam_wooden_structure.jpg,梁,True,,False
bean,bean.jpg,bean_fava_broad.jpg,蚕豆,True,,False
beard,beard-41d56d4d8479e1f85c166fb649885472bed6e726.jpg,beard_brown_facial_hair.jpg,胡子,True,,False
beat,beating_eggs.gif,beat_eggs_whisk.jpg,搅拌,True,,False
beautiful,beautiful.png,beautiful_collage_flowers_woman.jpg,美丽,True,,False
beer,beer.jpg,beer_glass_with_foam.jpg,啤酒,True,,False
beetle,beetle.jpg,beetle_cartoon_insect.jpg,甲虫,True,,False
beg,begging.jpeg,beg_elderly_man.jpg,乞讨,True,,False
below,below.png,below_dog_under_table.jpg,在下面,True,,False
best,best.png,best_apples_rotten_fresh.jpg,最好的,True,,False
betray,paste-28f96771bab743d6fd1c2a3d64420ac1f05649cb.jpg,betray_knife_handshake.jpg,背叛,True,,False
beverage,paste-226dae4f1502295255c39437a6353263600f6ef3.jpg,beverage_assorted_drinks.jpg,饮料,True,,False
binoculars,telescope.jpg,binoculars_black.jpg,双筒望远镜,True,,False
bite,bite.jpg,bite_puppy_finger.jpg,咬,True,,False
bizarre,paste-84aab3dbf27cacb85b047fa6a3f722cc9c298d8e.jpg,bizarre_curly_red_beard.jpg,古怪,True,,False
bizarre,paste-cf9355db52dab205b9a2db2a45de1bf766cdd6b0.jpg,bizarre_watermelon_helmet.jpg,奇异,True,,False
blacktop,paste-76b3469ea7f4507f88ebf1ef6e79498eb828cf87.jpg,blacktop_residential_driveway.jpg,沥青路面,True,,False
blade,屏幕快照 2020-07-12 上午8.56.37.png,blade_kitchen_knife.jpg,刀片,True,,False
blank,blank2.png,blank_worksheet_math_english.jpg,空,True,"The image is a worksheet with blank spaces to fill in, but it's more about math and English exercises rather than just a simple blank.",True
blast,paste-6456ad6634880559eb55ecdb331524d0bbc760b6.jpg,blast_orange_starburst.jpg,爆炸,True,,False
bleeding,bleeding.jpeg,bleeding_finger_cut.jpg,出血,True,,False
blind,blind2.jpg,blind_person_cane.jpg,盲人,True,,False
blindfold,paste-c9a86d95bf92a35b3cdefdd326af25a092822a03.jpg,blindfold_girl.jpg,眼罩,True,,False
blinking,blinking.gif,blinking_man_glasses.jpg,眨眼,True,,False
blister,paste-aa7a021b2fe4987b65babe8dc1fe48166060fc0b.jpg,blister_on_hand.jpg,水泡,True,,False
blond,paste-ecb79ae1664af030035fccc076418e8d7b0c5d5f.jpg,blond_woman_portrait.jpg,金发,True,,False
blooming,blooming_magnolia.jpeg,blooming_white_magnolia.jpg,盛开,True,,False
blouse,Screen Shot 2022-08-14 at 10.03.10 AM.png,blouse_floral_pattern.jpg,女衬衫,True,,False
blurry,blurry.jpg,blurry_venice_building.jpg,模糊,True,,False
boarding,boarding_plane.jpg,boarding_airplane.jpg,登机,True,,False
body,body.jpg,body_human_anatomy.jpg,身体,True,,False
bolt,Screen Shot 2022-07-23 at 1.47.26 PM.png,bolt_metal_fastener.jpg,螺栓,True,,False
bomb,bomb.gif,bomb_cartoon_spark.jpg,炸弹,True,,False
bonfire,paste-1f78c0e12fba3b4cd3f15100b0bcab6df23b1807.jpg,bonfire_group_beach.jpg,篝火,True,,False
bookmark,bookmark.jpg,bookmark_watercolor_set.jpg,书签,True,,False
bookstore,bookstore2.jpg,bookstore_interior_bookshelves.jpg,书店,True,,False
border,paste-2a02b3ed39357cdb620ec11e4b7c717786e47f3f.jpg,border_usa_coastline.jpg,边界,True,,False
bored,bored.jpeg,bored_girl_at_desk.jpg,无聊,True,,False
boss,sph_Lim-Hock-Chee-Sheng-Siong.jpg,boss_supermarket.jpg,老板,True,,False
bother,paste-1d183347db9ce6dc60f13dafdc88f4206feb511a.jpg,bother_loud_megaphone.jpg,打扰,True,,False
bother,paste-e3cfe22ec3152f149fe464fed32603957386df36.jpg,bother_child_interrupting.jpg,打扰,True,,False
bouquet,屏幕快照 2020-08-02 下午7.31.20.png,bouquet_line_drawing.jpg,花束,True,,False
bow,bowing.gif,bow_cartoon_mouse.jpg,鞠躬,True,,False
bowling,屏幕快照 2020-05-01 上午6.07.11.png,bowling_ball_striking_pins.jpg,保龄球,True,,False
boxing,boxing.gif,boxing_match_fighters.jpg,拳击,True,,False
brake,brake.png,brake_lever_handle.jpg,刹车,True,,False
branch,branch-5090e574eeabfddce6d36f787f124f60487b8b2a.jpg,branch_bare.jpg,树枝,True,,False
brave,brave.png,brave_warrior_dragons.jpg,勇敢,True,,False
break,break.jpg,break_stick_in_hands.jpg,断裂,True,,False
breathe,breathe.gif,breathe_woman_meditation.jpg,呼吸,True,,False
bride,bride.jpg,bride_white_dress.jpg,新娘,True,,False
briefcase,briefcase.jpg,briefcase_brown_leather.jpg,公文包,True,,False
brim,paste-1a01383c948060f39bc379fcde7bd4ee5584955e.jpg,brim_hat.jpg,帽檐,True,,False
brim,paste-80f381ee5347c66d346266e5f9aaca088608b661.jpg,brim_cap_arrow.jpg,帽檐,True,,False
bronze,paste-27869f96a6a31799782e3ce9a85005a07b7b1428.jpg,bronze_age_artifacts.jpg,青铜,True,,False
bronze,paste-88948894314baabd582f0a2e0e84760bb9a07210.jpg,bronze_metal_cylinders.jpg,青铜,True,,False
brooch,Screen Shot 2022-09-07 at 9.26.42 PM.png,brooch_decorative_pin.jpg,胸针,True,,False
brook,paste-1bc2a52b5386c9c02b81dc08d49e6ce5422cccdf.jpg,brook_watermill_bridge.jpg,小溪,True,,False
bruise,paste-0ead6199beb7fb917871dea2768c8cda07b26a85.jpg,bruise_on_elbow.jpg,瘀伤,True,,False
bud,bud.jpg,bud_branch_sky.jpg,芽,True,,False
budge,屏幕快照 2020-12-12 下午9.15.01.png,budge_elephant_lifting_car.jpg,移动,True,,False
buffet,buffet.jpeg,buffet_food_line.jpg,自助餐,True,,False
build,build.jpg,build_house_construction.jpg,建造,True,,False
bulldozer,bulldozer.jpg,bulldozer_earthmoving.jpg,推土机,True,,False
bullet,flying_bullet.jpg,bullet_flaming.jpg,子弹,True,,False
bully,bully.gif,bully_karate_demonstration.gif,欺负,True,The image does not depict bullying. It shows a karate demonstration or training session.,True
bump,bump.gif,bump_shoulder_collision.jpg,碰撞,True,,False
buoy,buoy.jpg,buoy_red_navigation.jpg,浮标,True,,False
burglar,paste-afb33e5ce6a04dc86bdd8141ca7b413fa774145c.jpg,burglar_cartoon_flashlight.jpg,窃贼,True,,False
burning,burning.gif,burning_fire_wood.jpg,燃烧,True,,False
burrow,burrow.jpg,burrow_rabbit_hole.jpg,洞穴,True,,False
burst,burst.gif,burst_boy_holding_balloon.gif,爆炸,True,"The image shows a boy holding a balloon, not a burst. While a balloon *could* burst, that is not the depiction in this image.",True
bury,bury.gif,bury_empty_grave.jpg,埋葬,True,,False
bushy,bushy-beard-hagrid.jpg,bushy_hagrid_beard.jpg,蓬松的,True,,False
businessman,paste-8b3174bc2aff983903a99c603091e1c90928da58.jpg,businessman_suit_indoor.jpg,商人,True,,False
busy,busy.jpeg,busy_man_overwhelmed.jpg,忙碌,True,,False
butcher,butcher-6aa2a496525d6616e47eaf909656fd552ee951db.jpg,butcher_cutting_meat.jpg,肉商,True,,False
butt,butt.jpg,butt_sketch_farting.jpg,屁股,True,,False
buzzing,giphy (4).gif,buzzing_bee_simpsons.jpg,嗡嗡作响,True,,False
cabinet,cabinet.jpg,cabinet_white_kitchen.jpg,柜子,True,,False
cable,cable.jpeg,cable_hdmi.jpg,电缆,True,,False
cackle,3c9dbc51c7f22c07b3039b5b15861219_w200.gif,cackle_hillary_clinton.jpg,咯咯地笑,True,,False
cafe,cafe.jpg,cafe_starbucks_coffee.jpg,咖啡馆,True,,False
cafeteria,DSF0496.jpg,cafeteria_school_children.jpg,自助餐厅,True,,False
cage,cage.jpeg,cage_hanging_metal.jpg,笼子,True,,False
calculate,calculate.jpg,calculate_addition_worksheet.jpg,计算,True,,False
calf,屏幕快照 2020-06-09 下午9.32.12.png,calf_standing_in_barn.jpg,小牛,True,,False
calligraphy,caligraphy.jpg,calligraphy_chinese_ink.jpg,书法,True,,False
camouflage,paste-5925bbe3db489828bc7772e3caad8279d501d4ec.jpg,camouflage_soldier_facepaint.jpg,伪装,True,,False
camping,camping.jpg,camping_tents_and_people.jpg,露营,True,,False
cannon,cannon.jpg,cannon_wheeled.jpg,加农炮,True,,False
canopy,屏幕快照 2020-10-07 上午5.19.47.png,canopy_tree_leaves.jpg,树冠,True,,False
canyon,屏幕快照 2021-01-03 下午6.25.19.png,canyon_river_view.jpg,峡谷,True,,False
capsule,capsule_639127393_1000.jpg,capsule_blue_white.jpg,胶囊,True,,False
capture,paste-7583994953b7dff44a0861488162aef5cc331234.jpg,capture_rabbit_in_net.jpg,捕获,True,,False
capture,paste-e8e659e26bbbb2f09e7f606012b2b39f3cc06215.jpg,capture_baseball_glove.jpg,捕获,True,,False
caramel,paste-f6c988ef8b6830b1851d17963e3949b05bc9a9fe.jpg,caramel_liquid_pouring.jpg,焦糖,True,,False
card,card.png,card_various.jpg,卡,True,,False
cargo,paste-3a062f521348ac675ff8886a43a284ec740f8f2f.jpg,cargo_containers_trucks_airplane.jpg,货物,True,,False
carnivore,carnivores.jpg,carnivore_various_animals.jpg,食肉动物,True,,False
carpenter,paste-1880636d6cc3ec3b3b3aa27efd265bc2c5159101.jpg,carpenter_nail_gun.jpg,木匠,True,,False
carriage,paste-3c34818ce25f4a484b580664060680cf8a3a8d6c.jpg,carriage_red_gold.jpg,马车,True,,False
cartoon,cartoon.png,cartoon_peppapig_teletubby.jpg,卡通,True,,False
carve,carving.jpg,carve_soap_tree.jpg,雕刻,True,,False
cashier,cashier.jpg,cashier_person_grocery_bag.jpg,收银员,True,,False
cast,cast.jpg,cast_fishing_net.jpg,抛网,True,,False
category,categories.png,category_office_doodles.jpg,类别,True,,False
caution,attention.png,caution_yellow_exclamation.jpg,小心,True,,False
cave,cave.jpg,cave_stream_entrance.jpg,洞穴,True,,False
cavern,paste-c394aea6be536b471e55e3abc85816f58a52b1cb.jpg,cavern_water_light.jpg,洞穴,True,,False
ceiling,ceiling2.jpg,ceiling_acoustic_tile.jpg,天花板,True,,False
celery,celery.jpg,celery_stalk_leaves.jpg,芹菜,True,,False
cemetery,paste-515ce1509a6d9b1e7e86d7fd38b41a16ce328742.jpg,cemetery_gravestones_grass.jpg,墓地,True,,False
center,paste-cd63e19ece2fe93fabd9fa658b29ed390d9344c2.jpg,center_arrow_inside_circle.jpg,中心,True,,False
century,paste-bfd5c918a3a8316d15888ef2562ecc4bb00a8cd1.jpg,DELETE,世纪 (shìjì),False,"The image shows a timeline of scientific events in the 19th century related to the metric system, not the concept of a ""century"" itself.",True
cereal,paste-d5bd5611d8bc42604336781083b62edf48497e34.jpg,cereal_cornflakes_bowl.jpg,谷物早餐,True,,False
ceremony,paste-30250d1886405aa4d9e89e23a2532ccd7fc276cf.jpg,ceremony_graduation_event.jpg,典礼,True,,False
ceremony,paste-a6bce2899a4db2aa2587ef57f60e8aba7f9fc767.jpg,ceremony_wedding.jpg,典礼,True,,False
certificate,paste-00a243e32b93b0350cb31aa89d5d400b643ce1a0.jpg,certificate_nurse_award.jpg,证书,True,,False
certificate,paste-5e95acb352894916cabba5ec044ccf5da4424836.jpg,certificate_graduation.jpg,毕业证书,True,,False
chain,chain.png,chain_various_types.jpg,链条,True,,False
chalk,屏幕快照 2021-01-30 上午8.29.51.png,chalk_writing_chemistry.jpg,粉笔,True,,False
challenge,paste-36d2fbc5ebd3b4be1e43afec387c8af72052fc59.jpg,challenge_man_pushing_rock.jpg,挑战,True,,False
challenge,paste-aed338605fb543aef3fc6400310f5b69ef14a2dd.jpg,challenge_hurdles_arrow.jpg,挑战,True,,False
chameleon,chameleonintro.gif,chameleon_green_branch.jpg,变色龙,True,,False
champion,champion.png,champion_stick_figure_podium.jpg,冠军,True,,False
change,change.png,change_life_cycle.jpg,改变,True,,False
charcoal,pic_charcoal.jpg,charcoal_stacked_pieces.jpg,木炭,True,,False
charge,charge.jpg,charge_low_battery_phone.jpg,充电,True,,False
charity,paste-5eea29adcff2ee11d5e484ed82a94bc569cd3b19.jpg,charity_group_wearing_heart_shirts.jpg,慈善,True,,False
cheap,cheap.png,cheap_shoe_comparison.jpg,便宜,True,,False
checkup,checkup.png,checkup_throat_exam.jpg,检查,True,,False
cheek,cheek.jpg,cheek_woman_pointing.jpg,脸颊,True,,False
cheer,cheers.gif,cheer_group_celebration.jpg,欢呼,True,,False
chess,chess.jpeg,chess_game_in_progress.jpg,象棋,True,,False
chest,chest.jpg,chest_decorative_wooden.jpg,箱子,True,,False
chew,chew.gif,chew_fry_cartoon_character.jpg,嚼,True,"The image shows a cartoon character (Fry from Futurama). While he might be chewing something offscreen, the primary visual element is the character himself, not the act of chewing.",True
chill,paste-01ff35f5feee8c06723c607531c166d5976e5d00.jpg,chill_person_cold.jpg,寒冷,True,,False
chill,paste-e86e6652ed745daaa1fa3eb19a17332d5fb53d66.jpg,chill_woman_plants.jpg,放松,True,,False
chimpanzee,chimpanzee.jpg,chimpanzee_portrait.jpg,黑猩猩,True,,False
china,屏幕快照 2020-07-16 上午6.05.42.png,china_flag_map_tiananmen.jpg,中国,True,,False
chirp,paste-e16a450aa3e6b7730df599af5a0690f38c620870.jpg,chirp_yellow_bird_boots.jpg,啾啾,True,,False
chisel,chisel.jpeg,chisel_woodworking_tool.jpg,凿子,True,,False
choke,5dfec95b06b93dbee339c4b9bfe6244e.png,choke_child_grabbing_neck.jpg,窒息,True,,False
chomp,paste-29e05e7bc6450473805156d1eea2951f93d4b087.jpg,chomp_person_eating_burger.jpg,狼吞虎咽,True,,False
choose,choose.png,choose_red_green_apples.jpg,选择,True,,False
chop,chopping.jpg,chop_cabbage_knife.jpg,切,True,,False
chorus,paste-175ae47b90f6cc7d8226560645ab9d9aedcabb42.jpg,chorus_singing_group.jpg,合唱团,True,,False
chubby,paste-8e5d0d37e919b869142ba941f82f1b0bd6f4992c.jpg,chubby_multiple_people.jpg,圆胖,True,,False
church,church.jpg,church_brick_exterior.jpg,教堂,True,,False
cicada,cicada.jpeg,cicada_with_exoskeleton.jpg,蝉,True,,False
classmate,classmate.jpg,classmate_two_children_studying.jpg,同学,True,,False
claw,claw.gif,claw_bird_talon.jpg,爪,True,,False
cleaner,cleaner.jpeg,cleaner_team.jpg,清洁工,True,,False
clear,clear.png,clear_flowers_sharp_blurry.png,清晰,True,The image shows both a clear and blurry image. 'Clear' alone doesn't accurately describe the dual nature of the image.,True
cliff,cliff.jpg,cliff_house_ocean.jpg,悬崖,True,,False
cling,paste-24b00f307508bf2906de5cfc40e0436f7fddfad4.jpg,cling_rock_climber.jpg,攀附,True,,False
clinic,paste-5ba349b4b01a2202ac3b9864703b3a9d917cee70.jpg,clinic_doctor_examining_patient.jpg,诊所,True,,False
clinic,paste-93243bcde7c554d2c388521459bbdb5e2a442a1f.jpg,clinic_waiting_room.jpg,诊所,True,,False
clip,clip.png,clip_paper_cartoon.jpg,回形针,True,,False
cloak,cloak.jpg,cloak_black_red_hood.jpg,斗篷,True,,False
cloth,cloth (1).jpg,cloth_colorful_swatches.jpg,布料,True,,False
clothes,clothes.jpeg,clothes_various_outfits.jpg,衣服,True,,False
clover,paste-c1c5880ffcde15062571481ad1e3995528b511dc.jpg,clover_three_four_leaf.jpg,三叶草/四叶草,True,,False
clue,paste-79af5169333905e4996c814545b772b112ff4f11.jpg,clue_detective_footprints.jpg,线索,True,,False
clumsy,clumsy.gif,clumsy_peter_dancing.jpg,笨拙,True,,False
clutch,paste-3315657e8ad9db42a90170995928eb4ea79dd89a.jpg,clutch_hand_bar.jpg,紧握,True,,False
coast,Screen Shot 2022-07-27 at 9.11.08 PM.png,coast_rocky_shore.jpg,海岸,True,,False
cobbler,paste-32d1c197e556f9c788f301afa14b9935168b2e75.jpg,cobbler_cartoon_repairing_shoe.jpg,补鞋匠,True,,False
cockroach,cockroach.jpg,cockroach_brown_insect.jpg,蟑螂,True,,False
coffer,paste-8daa9124c6f27e125f10b24476222023642d1c8d.jpg,coffer_ornate_asian.jpg,箱子,True,,False
coil,屏幕快照 2020-11-22 上午7.11.23.png,coil_copper_silver.jpg,线圈,True,,False
collapse,collapse.gif,collapse_building_demolition.jpg,倒塌,True,,False
